word_occurrence_id,text_embedding_idx,word_position,surface_form,char_start,char_end,keyword_id,canonical_concept,semantic_categories,story_local_flag,include_core,include_main,include_extended
lp:474:word:2,474,2,有,3,4,lpw_90ce0f66f0,有,other,false,true,true,true
lp:474:word:3,474,3,好,4,5,lpw_f867f34178,好,other,false,false,true,true
lp:474:word:4,474,4,种子,5,7,,种子,,,false,false,false
lp:475:word:0,475,0,坏,0,1,,坏,,,false,false,false
lp:475:word:1,475,1,植物,1,3,,植物,,,false,false,false
lp:475:word:2,475,2,有,3,4,lpw_90ce0f66f0,有,other,false,true,true,true
lp:475:word:3,475,3,坏,4,5,,坏,,,false,false,false
lp:475:word:4,475,4,种子,5,7,,种子,,,false,false,false
lp:476:word:0,476,0,而,0,1,lpw_08e2725ce1,而,function,false,false,false,true
lp:476:word:1,476,1,种子,1,3,,种子,,,false,false,false
lp:476:word:2,476,2,是,3,4,lpw_b5141d3d19,是,function,false,true,true,true
lp:476:word:3,476,3,看不见,4,7,lpw_f92f065aad,看不见,perception,false,false,false,false
lp:476:word:4,476,4,的,7,8,lpw_8af2350cfd,的,function,false,true,true,true
lp:477:word:0,477,0,它们,0,2,lpw_c40b3d2880,它们,pronoun,false,false,true,true
lp:477:word:1,477,1,悄悄地,2,5,,悄悄地,,,false,false,false
lp:477:word:2,477,2,睡在,5,7,,睡在,,,false,false,false
lp:477:word:3,477,3,地,7,8,lpw_bdbd41e490,地,function,false,true,true,true
lp:477:word:4,477,4,底下,8,10,,底下,,,false,false,false
lp:478:word:0,478,0,直到,0,2,,直到,,,false,false,false
lp:478:word:1,478,1,有,2,3,lpw_90ce0f66f0,有,other,false,true,true,true
lp:478:word:2,478,2,一天,3,5,lpw_5448481f38,一天,time_quantity,false,false,false,false
lp:479:word:0,479,0,其中,0,2,,其中,,,false,false,false
lp:479:word:1,479,1,有,2,3,lpw_90ce0f66f0,有,other,false,true,true,true
lp:479:word:2,479,2,一颗,3,5,lpw_9a18d5dc38,一颗,time_quantity,false,false,false,false
lp:479:word:3,479,3,忽然,5,7,,忽然,,,false,false,false
lp:479:word:4,479,4,想起,7,9,,想起,,,false,false,false
lp:479:word:5,479,5,要,9,10,lpw_975f35218e,要,negation_modality,false,false,true,true
lp:479:word:6,479,6,醒,10,11,,醒,,,false,false,false
lp:479:word:7,479,7,了,11,12,lpw_b2dd27e84f,了,function,false,true,true,true
lp:480:word:0,480,0,于是,0,2,lpw_3617c85a66,于是,other,false,false,false,false
lp:480:word:1,480,1,它,2,3,lpw_7e9260e925,它,pronoun,false,true,true,true
lp:480:word:2,480,2,舒展,3,5,,舒展,,,false,false,false
lp:480:word:3,480,3,身子,5,7,,身子,,,false,false,false
lp:481:word:0,481,0,最先,0,2,,最先,,,false,false,false
lp:481:word:1,481,1,羞答答,2,5,,羞答答,,,false,false,false
lp:481:word:2,481,2,地,5,6,lpw_bdbd41e490,地,function,false,true,true,true
lp:481:word:3,481,3,朝,6,7,,朝,,,false,false,false
lp:481:word:4,481,4,太阳,7,9,,太阳,,,false,false,false
lp:481:word:5,481,5,伸出,9,11,,伸出,,,false,false,false
lp:481:word:6,481,6,一枝,11,13,,一枝,,,false,false,false
lp:481:word:7,481,7,天真,13,15,,天真,,,false,false,false
lp:481:word:8,481,8,可爱,15,17,,可爱,,,false,false,false
lp:481:word:9,481,9,的,17,18,lpw_8af2350cfd,的,function,false,true,true,true
lp:481:word:10,481,10,嫩,18,19,,嫩,,,false,false,false
lp:481:word:11,481,11,苗,19,20,,苗,,,false,false,false
lp:482:word:0,482,0,假如,0,2,,假如,,,false,false,false
lp:482:word:1,482,1,那是,2,4,,那是,,,false,false,false
lp:482:word:2,482,2,萝卜,4,6,,萝卜,,,false,false,false
lp:482:word:3,482,3,或,6,7,,或,,,false,false,false
lp:482:word:4,482,4,玫瑰,7,9,lpw_a6664df1ef,玫瑰,narrative_character|concrete_entity,false,false,false,true
lp:482:word:5,482,5,的,9,10,lpw_8af2350cfd,的,function,false,true,true,true
lp:482:word:6,482,6,幼苗,10,12,,幼苗,,,false,false,false
lp:483:word:0,483,0,可以,0,2,lpw_0ef5c86fab,可以,negation_modality,false,false,false,true
lp:483:word:1,483,1,让,2,3,lpw_ad37574404,让,other,false,true,true,true
lp:483:word:2,483,2,它,3,4,lpw_7e9260e925,它,pronoun,false,true,true,true
lp:483:word:3,483,3,爱,4,5,lpw_bafe3b2ee7,爱,emotion_social,false,false,false,false
lp:483:word:4,483,4,怎么,5,7,lpw_5ee8091a38,怎么,interrogative,false,false,false,false
lp:483:word:5,483,5,长,7,8,lpw_597ae23d84,长,other,false,false,false,false
lp:483:word:6,483,6,就,8,9,lpw_2f9d9872e5,就,function,false,true,true,true
lp:483:word:7,483,7,怎么,9,11,lpw_5ee8091a38,怎么,interrogative,false,false,false,false
lp:483:word:8,483,8,长,11,12,lpw_597ae23d84,长,other,false,false,false,false
lp:484:word:0,484,0,不过,0,2,lpw_72113362c6,不过,function,false,false,false,true
lp:485:word:0,485,0,假如,0,2,,假如,,,false,false,false
lp:485:word:1,485,1,那是,2,4,,那是,,,false,false,false
lp:485:word:2,485,2,一,4,5,lpw_51a75f4634,一,other,false,false,true,true
lp:485:word:3,485,3,株,5,6,,株,,,false,false,false
lp:485:word:4,485,4,不好,6,8,,不好,,,false,false,false
lp:485:word:5,485,5,的,8,9,lpw_8af2350cfd,的,function,false,true,true,true
lp:485:word:6,485,6,植物,9,11,,植物,,,false,false,false
lp:486:word:0,486,0,一,0,1,lpw_51a75f4634,一,other,false,false,true,true
lp:486:word:1,486,1,认出,1,3,,认出,,,false,false,false
lp:486:word:2,486,2,就得,3,5,,就得,,,false,false,false
lp:486:word:3,486,3,拔掉,5,7,,拔掉,,,false,false,false
lp:486:word:4,486,4,它,7,8,lpw_7e9260e925,它,pronoun,false,true,true,true
lp:487:word:0,487,0,在,0,1,lpw_12404a0b63,在,function,false,true,true,true
lp:487:word:1,487,1,小王子,1,4,lpw_87f2a033cf,小王子,narrative_character,false,true,true,true
lp:487:word:2,487,2,的,4,5,lpw_8af2350cfd,的,function,false,true,true,true
lp:487:word:3,487,3,星球,5,7,lpw_62f2d6c1a1,星球,place,false,true,true,true
lp:487:word:4,487,4,上有,7,9,,上有,,,false,false,false
lp:487:word:5,487,5,一种,9,11,,一种,,,false,false,false
lp:487:word:6,487,6,可怕,11,13,,可怕,,,false,false,false
lp:487:word:7,487,7,的,13,14,lpw_8af2350cfd,的,function,false,true,true,true
lp:487:word:8,487,8,种子,14,16,,种子,,,false,false,false
lp:488:word:0,488,0,就是,0,2,lpw_88aa006eb3,就是,other,false,false,true,true
lp:488:word:1,488,1,猴面包树,2,6,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:488:word:2,488,2,的,6,7,lpw_8af2350cfd,的,function,false,true,true,true
lp:488:word:3,488,3,种子,7,9,,种子,,,false,false,false
lp:489:word:0,489,0,星球,0,2,lpw_62f2d6c1a1,星球,place,false,true,true,true
lp:489:word:1,489,1,的,2,3,lpw_8af2350cfd,的,function,false,true,true,true
lp:489:word:2,489,2,土壤,3,5,,土壤,,,false,false,false
lp:489:word:3,489,3,里,5,6,lpw_79f43de6e3,里,function,false,false,true,true
lp:489:word:4,489,4,有,6,7,lpw_90ce0f66f0,有,other,false,true,true,true
lp:489:word:5,489,5,好多,7,9,,好多,,,false,false,false
lp:489:word:6,489,6,猴面包树,9,13,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:489:word:7,489,7,种子,13,15,,种子,,,false,false,false
lp:490:word:0,490,0,而,0,1,lpw_08e2725ce1,而,function,false,false,false,true
lp:490:word:1,490,1,猴面包树,1,5,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:490:word:2,490,2,长得,5,7,,长得,,,false,false,false
lp:490:word:3,490,3,很快,7,9,,很快,,,false,false,false
lp:491:word:0,491,0,动手,0,2,,动手,,,false,false,false
lp:491:word:1,491,1,稍稍,2,4,,稍稍,,,false,false,false
lp:491:word:2,491,2,一,4,5,lpw_51a75f4634,一,other,false,false,true,true
lp:491:word:3,491,3,慢,5,6,,慢,,,false,false,false
lp:492:word:0,492,0,就,0,1,lpw_2f9d9872e5,就,function,false,true,true,true
lp:492:word:1,492,1,甭,1,2,,甭,,,false,false,false
lp:492:word:2,492,2,想再,2,4,,想再,,,false,false,false
lp:492:word:3,492,3,除掉,4,6,,除掉,,,false,false,false
lp:492:word:4,492,4,它,6,7,lpw_7e9260e925,它,pronoun,false,true,true,true
lp:492:word:5,492,5,了,7,8,lpw_b2dd27e84f,了,function,false,true,true,true
lp:493:word:0,493,0,它,0,1,lpw_7e9260e925,它,pronoun,false,true,true,true
lp:493:word:1,493,1,会,1,2,lpw_5ba1e3c0eb,会,negation_modality,false,true,true,true
lp:493:word:2,493,2,占满,2,4,,占满,,,false,false,false
lp:493:word:3,493,3,整个,4,6,,整个,,,false,false,false
lp:493:word:4,493,4,星球,6,8,lpw_62f2d6c1a1,星球,place,false,true,true,true
lp:494:word:0,494,0,根,0,1,,根,,,false,false,false
lp:494:word:1,494,1,枝,1,2,,枝,,,false,false,false
lp:494:word:2,494,2,钻,2,3,,钻,,,false,false,false
lp:494:word:3,494,3,来,3,4,lpw_6d8229118c,来,physical_action,false,true,true,true
lp:494:word:4,494,4,钻,4,5,,钻,,,false,false,false
lp:494:word:5,494,5,去,5,6,lpw_99ae21ea6c,去,physical_action,false,false,true,true
lp:495:word:0,495,0,四处,0,2,,四处,,,false,false,false
lp:495:word:1,495,1,蔓延,2,4,,蔓延,,,false,false,false
lp:496:word:0,496,0,要是,0,2,lpw_467b2562ed,要是,function,false,false,false,true
lp:496:word:1,496,1,这,2,3,lpw_d409ab2ab3,这,pronoun,false,true,true,true
lp:496:word:2,496,2,颗,3,4,lpw_09901d3de2,颗,other,false,false,false,false
lp:496:word:3,496,3,星球,4,6,lpw_62f2d6c1a1,星球,place,false,true,true,true
lp:496:word:4,496,4,太,6,7,lpw_e7ace7adf2,太,other,false,false,false,true
lp:496:word:5,496,5,小,7,8,lpw_6a7339bb75,小,other,false,false,true,true
lp:497:word:0,497,0,而,0,1,lpw_08e2725ce1,而,function,false,false,false,true
lp:497:word:1,497,1,猴面包树,1,5,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:497:word:2,497,2,又,5,6,lpw_e71ce5deab,又,function,false,true,true,true
lp:497:word:3,497,3,太多,6,8,,太多,,,false,false,false
lp:498:word:0,498,0,它们,0,2,lpw_c40b3d2880,它们,pronoun,false,false,true,true
lp:498:word:1,498,1,就,2,3,lpw_2f9d9872e5,就,function,false,true,true,true
lp:498:word:2,498,2,会,3,4,lpw_5ba1e3c0eb,会,negation_modality,false,true,true,true
lp:498:word:3,498,3,把,4,5,lpw_2442748e41,把,function,false,false,true,true
lp:498:word:4,498,4,星球,5,7,lpw_62f2d6c1a1,星球,place,false,true,true,true
lp:498:word:5,498,5,撑,7,8,,撑,,,false,false,false
lp:498:word:6,498,6,裂,8,9,,裂,,,false,false,false
lp:499:word:0,499,0,猴面包树,0,4,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:499:word:1,499,1,这,5,6,lpw_d409ab2ab3,这,pronoun,false,true,true,true
lp:499:word:2,499,2,就得,6,8,,就得,,,false,false,false
lp:499:word:3,499,3,有,8,9,lpw_90ce0f66f0,有,other,false,true,true,true
lp:499:word:4,499,4,个,9,10,lpw_3a116815bc,个,other,false,false,true,true
lp:499:word:5,499,5,严格,10,12,,严格,,,false,false,false
lp:499:word:6,499,6,的,12,13,lpw_8af2350cfd,的,function,false,true,true,true
lp:499:word:7,499,7,约束,13,15,,约束,,,false,false,false
lp:499:word:8,499,8,了,15,16,lpw_b2dd27e84f,了,function,false,true,true,true
lp:500:word:0,500,0,小王子,0,3,lpw_87f2a033cf,小王子,narrative_character,false,true,true,true
lp:500:word:1,500,1,后来,3,5,,后来,,,false,false,false
lp:500:word:2,500,2,告诉,5,7,,告诉,,,false,false,false
lp:500:word:3,500,3,我,7,8,lpw_b70bb4acc0,我,pronoun,false,true,true,true
lp:500:word:4,500,4,说,8,9,lpw_ccca744613,说,speech,false,true,true,true
lp:501:word:0,501,0,你,1,2,lpw_a0c7716669,你,pronoun,false,true,true,true
lp:501:word:1,501,1,早晨,2,4,,早晨,,,false,false,false
lp:501:word:2,501,2,梳洗,4,6,,梳洗,,,false,false,false
lp:501:word:3,501,3,好,6,7,lpw_f867f34178,好,other,false,false,true,true
lp:501:word:4,501,4,以后,7,9,lpw_e6ad7a1dbc,以后,other,false,false,false,false
lp:502:word:0,502,0,就,0,1,lpw_2f9d9872e5,就,function,false,true,true,true
lp:502:word:1,502,1,该,1,2,,该,,,false,false,false
lp:502:word:2,502,2,仔,2,3,,仔,,,false,false,false
lp:502:word:3,502,3,仔细,3,5,,仔细,,,false,false,false
lp:502:word:4,502,4,细,5,6,,细,,,false,false,false
lp:502:word:5,502,5,地,6,7,lpw_bdbd41e490,地,function,false,true,true,true
lp:502:word:6,502,6,给,7,8,lpw_6e55fb9d8a,给,other,false,true,true,true
lp:502:word:7,502,7,星球,8,10,lpw_62f2d6c1a1,星球,place,false,true,true,true
lp:502:word:8,502,8,梳洗,10,12,,梳洗,,,false,false,false
lp:502:word:9,502,9,了,12,13,lpw_b2dd27e84f,了,function,false,true,true,true
lp:503:word:0,503,0,猴面包树,0,4,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:503:word:1,503,1,小,4,5,lpw_6a7339bb75,小,other,false,false,true,true
lp:503:word:2,503,2,的,5,6,lpw_8af2350cfd,的,function,false,true,true,true
lp:503:word:3,503,3,时候,6,8,lpw_5484678be4,时候,other,false,false,false,false
lp:504:word:0,504,0,跟,0,1,lpw_383a53d95c,跟,function,false,false,false,true
lp:504:word:1,504,1,玫瑰,1,3,lpw_a6664df1ef,玫瑰,narrative_character|concrete_entity,false,false,false,true
lp:504:word:2,504,2,幼苗,3,5,,幼苗,,,false,false,false
lp:504:word:3,504,3,是,5,6,lpw_b5141d3d19,是,function,false,true,true,true
lp:504:word:4,504,4,很像,6,8,,很像,,,false,false,false
lp:504:word:5,504,5,的,8,9,lpw_8af2350cfd,的,function,false,true,true,true
lp:505:word:0,505,0,那,0,1,lpw_5a2362a202,那,pronoun,false,true,true,true
lp:505:word:1,505,1,你,1,2,lpw_a0c7716669,你,pronoun,false,true,true,true
lp:505:word:2,505,2,就得,2,4,,就得,,,false,false,false
lp:505:word:3,505,3,给,4,5,lpw_6e55fb9d8a,给,other,false,true,true,true
lp:505:word:4,505,4,自己,5,7,lpw_fb43354d2a,自己,pronoun,false,false,true,true
lp:505:word:5,505,5,立,7,8,,立,,,false,false,false
lp:505:word:6,505,6,个,8,9,lpw_3a116815bc,个,other,false,false,true,true
lp:505:word:7,505,7,规矩,9,11,,规矩,,,false,false,false
lp:506:word:0,506,0,只要,0,2,,只要,,,false,false,false
lp:506:word:1,506,1,分清,2,4,,分清,,,false,false,false
lp:506:word:2,506,2,了,4,5,lpw_b2dd27e84f,了,function,false,true,true,true
lp:506:word:3,506,3,哪,5,6,,哪,,,false,false,false
lp:506:word:4,506,4,是,6,7,lpw_b5141d3d19,是,function,false,true,true,true
lp:506:word:5,506,5,玫瑰,7,9,lpw_a6664df1ef,玫瑰,narrative_character|concrete_entity,false,false,false,true
lp:507:word:0,507,0,哪,0,1,,哪,,,false,false,false
lp:507:word:1,507,1,是,1,2,lpw_b5141d3d19,是,function,false,true,true,true
lp:507:word:2,507,2,猴面包树,2,6,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:508:word:0,508,0,就,0,1,lpw_2f9d9872e5,就,function,false,true,true,true
lp:508:word:1,508,1,马上,1,3,,马上,,,false,false,false
lp:508:word:2,508,2,把,3,4,lpw_2442748e41,把,function,false,false,true,true
lp:508:word:3,508,3,猴面包树,4,8,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:508:word:4,508,4,拔掉,8,10,,拔掉,,,false,false,false
lp:509:word:0,509,0,这个,0,2,lpw_979e2bc35b,这个,function,false,false,true,true
lp:509:word:1,509,1,工作,2,4,,工作,,,false,false,false
lp:509:word:2,509,2,很,4,5,lpw_f2b91797ea,很,other,false,true,true,true
lp:509:word:3,509,3,单调,5,7,,单调,,,false,false,false
lp:510:word:0,510,0,但,0,1,lpw_1f863793c6,但,other,false,false,false,false
lp:510:word:1,510,1,并不,1,3,lpw_5b693ea232,并不,other,false,false,false,false
lp:510:word:2,510,2,难,3,4,,难,,,false,false,false
lp:511:word:0,511,0,有,0,1,lpw_90ce0f66f0,有,other,false,true,true,true
lp:511:word:1,511,1,一天,1,3,lpw_5448481f38,一天,time_quantity,false,false,false,false
lp:512:word:0,512,0,他,0,1,lpw_8b7b91e000,他,pronoun,false,true,true,true
lp:512:word:1,512,1,劝,1,2,,劝,,,false,false,false
lp:512:word:2,512,2,我,2,3,lpw_b70bb4acc0,我,pronoun,false,true,true,true
lp:512:word:3,512,3,好好,3,5,,好好,,,false,false,false
lp:512:word:4,512,4,画,5,6,lpw_de9f18b00a,画,physical_action,true,false,false,false
lp:512:word:5,512,5,一幅,6,8,,一幅,,,false,false,false
lp:512:word:6,512,6,画,8,9,lpw_de9f18b00a,画,physical_action,true,false,false,false
lp:513:word:0,513,0,好,0,1,lpw_f867f34178,好,other,false,false,true,true
lp:513:word:1,513,1,让,1,2,lpw_ad37574404,让,other,false,true,true,true
lp:513:word:2,513,2,我,2,3,lpw_b70bb4acc0,我,pronoun,false,true,true,true
lp:513:word:3,513,3,那儿,3,5,lpw_b4444021ad,那儿,other,false,false,false,false
lp:513:word:4,513,4,的,5,6,lpw_8af2350cfd,的,function,false,true,true,true
lp:513:word:5,513,5,孩子,6,8,lpw_5f887419f4,孩子,narrative_character,true,false,false,false
lp:513:word:6,513,6,们,8,9,lpw_b4dcb3305a,们,other,false,false,false,false
lp:513:word:7,513,7,都,9,10,lpw_7eabb36ba1,都,function,false,false,true,true
lp:513:word:8,513,8,知道,10,12,lpw_d7b6472b11,知道,cognition,false,false,true,true
lp:513:word:9,513,9,这,12,13,lpw_d409ab2ab3,这,pronoun,false,true,true,true
lp:513:word:10,513,10,回,13,14,,回,,,false,false,false
lp:513:word:11,513,11,事,14,15,lpw_1d9ed56951,事,other,false,false,true,true
lp:514:word:0,514,0,要是,1,3,lpw_467b2562ed,要是,function,false,false,false,true
lp:514:word:1,514,1,他们,3,5,lpw_10518f8f0a,他们,pronoun,false,true,true,true
lp:514:word:2,514,2,有,5,6,lpw_90ce0f66f0,有,other,false,true,true,true
lp:514:word:3,514,3,一天,6,8,lpw_5448481f38,一天,time_quantity,false,false,false,false
lp:514:word:4,514,4,出门,8,10,,出门,,,false,false,false
lp:514:word:5,514,5,旅行,10,12,,旅行,,,false,false,false
lp:515:word:0,515,0,他,0,1,lpw_8b7b91e000,他,pronoun,false,true,true,true
lp:515:word:1,515,1,对,1,2,lpw_74570c7270,对,function,false,true,true,true
lp:515:word:2,515,2,我,2,3,lpw_b70bb4acc0,我,pronoun,false,true,true,true
lp:515:word:3,515,3,说,3,4,lpw_ccca744613,说,speech,false,true,true,true
lp:516:word:0,516,0,说不定,1,4,lpw_63e84e56ed,说不定,other,false,false,false,false
lp:516:word:1,516,1,会,4,5,lpw_5ba1e3c0eb,会,negation_modality,false,true,true,true
lp:516:word:2,516,2,用,5,6,lpw_04e45efb3b,用,other,false,false,false,true
lp:516:word:3,516,3,得,6,7,lpw_71b1ed1114,得,function,false,false,true,true
lp:516:word:4,516,4,着,7,8,lpw_9e5bf0d2d9,着,function,false,true,true,true
lp:517:word:0,517,0,有,0,1,lpw_90ce0f66f0,有,other,false,true,true,true
lp:517:word:1,517,1,时候,1,3,lpw_5484678be4,时候,other,false,false,false,false
lp:518:word:0,518,0,你,0,1,lpw_a0c7716669,你,pronoun,false,true,true,true
lp:518:word:1,518,1,把,1,2,lpw_2442748e41,把,function,false,false,true,true
lp:518:word:2,518,2,一件,2,4,,一件,,,false,false,false
lp:518:word:3,518,3,该做,4,6,,该做,,,false,false,false
lp:518:word:4,518,4,的,6,7,lpw_8af2350cfd,的,function,false,true,true,true
lp:518:word:5,518,5,事,7,8,lpw_1d9ed56951,事,other,false,false,true,true
lp:518:word:6,518,6,耽搁,8,10,,耽搁,,,false,false,false
lp:518:word:7,518,7,一下,10,12,,一下,,,false,false,false
lp:519:word:0,519,0,也,0,1,lpw_658605835b,也,function,false,false,true,true
lp:519:word:1,519,1,没什么,1,4,,没什么,,,false,false,false
lp:519:word:2,519,2,关系,4,6,,关系,,,false,false,false
lp:519:word:3,519,3,可是,7,9,lpw_38ca4a9c76,可是,function,false,false,true,true
lp:520:word:0,520,0,碰到,0,2,,碰到,,,false,false,false
lp:520:word:1,520,1,猴面包树,2,6,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:521:word:0,521,0,这,0,1,lpw_d409ab2ab3,这,pronoun,false,true,true,true
lp:521:word:1,521,1,就要,1,3,,就要,,,false,false,false
lp:521:word:2,521,2,捅,3,4,,捅,,,false,false,false
lp:521:word:3,521,3,大,4,5,lpw_7d4ca7f48e,大,other,false,false,false,false
lp:521:word:4,521,4,娄,5,6,,娄,,,false,false,false
lp:521:word:5,521,5,子,6,7,,子,,,false,false,false
lp:521:word:6,521,6,了,7,8,lpw_b2dd27e84f,了,function,false,true,true,true
lp:522:word:0,522,0,我,0,1,lpw_b70bb4acc0,我,pronoun,false,true,true,true
lp:522:word:1,522,1,知道,1,3,lpw_d7b6472b11,知道,cognition,false,false,true,true
lp:522:word:2,522,2,有,3,4,lpw_90ce0f66f0,有,other,false,true,true,true
lp:522:word:3,522,3,一个,4,6,lpw_e1dbc1c99f,一个,function|time_quantity,false,true,true,true
lp:522:word:4,522,4,星球,6,8,lpw_62f2d6c1a1,星球,place,false,true,true,true
lp:523:word:0,523,0,上面,0,2,,上面,,,false,false,false
lp:523:word:1,523,1,住,2,3,lpw_cbba0a98ab,住,other,false,false,false,false
lp:523:word:2,523,2,着,3,4,lpw_9e5bf0d2d9,着,function,false,true,true,true
lp:523:word:3,523,3,一个,4,6,lpw_e1dbc1c99f,一个,function|time_quantity,false,true,true,true
lp:523:word:4,523,4,懒人,6,8,,懒人,,,false,false,false
lp:524:word:0,524,0,有三,0,2,,有三,,,false,false,false
lp:524:word:1,524,1,株,2,3,,株,,,false,false,false
lp:524:word:2,524,2,幼苗,3,5,,幼苗,,,false,false,false
lp:524:word:3,524,3,他,5,6,lpw_8b7b91e000,他,pronoun,false,true,true,true
lp:524:word:4,524,4,没,6,7,lpw_279e8b3573,没,negation_modality,false,false,true,true
lp:524:word:5,524,5,在意,7,9,,在意,,,false,false,false
lp:525:word:0,525,0,在,0,1,lpw_12404a0b63,在,function,false,true,true,true
lp:525:word:1,525,1,小王子,1,4,lpw_87f2a033cf,小王子,narrative_character,false,true,true,true
lp:525:word:2,525,2,的,4,5,lpw_8af2350cfd,的,function,false,true,true,true
lp:525:word:3,525,3,指点,5,7,,指点,,,false,false,false
lp:525:word:4,525,4,下,7,8,lpw_13c12b064b,下,function,false,false,false,false
lp:526:word:0,526,0,我,0,1,lpw_b70bb4acc0,我,pronoun,false,true,true,true
lp:526:word:1,526,1,画,1,2,lpw_de9f18b00a,画,physical_action,true,false,false,false
lp:526:word:2,526,2,好了,2,4,,好了,,,false,false,false
lp:526:word:3,526,3,那颗,4,6,,那颗,,,false,false,false
lp:526:word:4,526,4,星球,6,8,lpw_62f2d6c1a1,星球,place,false,true,true,true
lp:527:word:0,527,0,我,0,1,lpw_b70bb4acc0,我,pronoun,false,true,true,true
lp:527:word:1,527,1,一向,1,3,,一向,,,false,false,false
lp:527:word:2,527,2,不,3,4,lpw_b02dfe2160,不,negation_modality,false,false,true,true
lp:527:word:3,527,3,愿意,4,6,,愿意,,,false,false,false
lp:527:word:4,527,4,摆出,6,8,,摆出,,,false,false,false
lp:527:word:5,527,5,说教,8,10,,说教,,,false,false,false
lp:527:word:6,527,6,的,10,11,lpw_8af2350cfd,的,function,false,true,true,true
lp:527:word:7,527,7,架势,11,13,,架势,,,false,false,false
lp:528:word:0,528,0,可是,0,2,lpw_38ca4a9c76,可是,function,false,false,true,true
lp:528:word:1,528,1,对,2,3,lpw_74570c7270,对,function,false,true,true,true
lp:528:word:2,528,2,猴面包树,3,7,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:528:word:3,528,3,的,7,8,lpw_8af2350cfd,的,function,false,true,true,true
lp:528:word:4,528,4,危害,8,10,,危害,,,false,false,false
lp:529:word:0,529,0,一般人,0,3,,一般人,,,false,false,false
lp:529:word:1,529,1,都不,3,5,,都不,,,false,false,false
lp:529:word:2,529,2,了解,5,7,,了解,,,false,false,false
lp:530:word:0,530,0,要是,0,2,lpw_467b2562ed,要是,function,false,false,false,true
lp:530:word:1,530,1,有人,2,4,,有人,,,false,false,false
lp:530:word:2,530,2,碰巧,4,6,,碰巧,,,false,false,false
lp:530:word:3,530,3,迷,6,7,,迷,,,false,false,false
lp:530:word:4,530,4,了,7,8,lpw_b2dd27e84f,了,function,false,true,true,true
lp:530:word:5,530,5,路,8,9,,路,,,false,false,false
lp:530:word:6,530,6,停在,9,11,,停在,,,false,false,false
lp:530:word:7,530,7,一颗,11,13,lpw_9a18d5dc38,一颗,time_quantity,false,false,false,false
lp:530:word:8,530,8,小行星,13,16,lpw_68cf5e71c2,小行星,place,true,false,false,false
lp:530:word:9,530,9,上,16,17,lpw_db5ba671d2,上,function,false,true,true,true
lp:531:word:0,531,0,情况,0,2,,情况,,,false,false,false
lp:531:word:1,531,1,就,2,3,lpw_2f9d9872e5,就,function,false,true,true,true
lp:531:word:2,531,2,会,3,4,lpw_5ba1e3c0eb,会,negation_modality,false,true,true,true
lp:531:word:3,531,3,变得,4,6,lpw_23e89ba0a1,变得,other,false,false,false,false
lp:531:word:4,531,4,极其,6,8,,极其,,,false,false,false
lp:531:word:5,531,5,严峻,8,10,,严峻,,,false,false,false
lp:532:word:0,532,0,所以,0,2,lpw_a2f7e42081,所以,function,false,false,false,false
lp:532:word:1,532,1,这,2,3,lpw_d409ab2ab3,这,pronoun,false,true,true,true
lp:532:word:2,532,2,一次,3,5,,一次,,,false,false,false
lp:533:word:0,533,0,我,0,1,lpw_b70bb4acc0,我,pronoun,false,true,true,true
lp:533:word:1,533,1,破例,1,3,,破例,,,false,false,false
lp:533:word:2,533,2,抛,3,4,,抛,,,false,false,false
lp:533:word:3,533,3,开,4,5,lpw_39eae64cfc,开,other,true,false,false,false
lp:533:word:4,533,4,了,5,6,lpw_b2dd27e84f,了,function,false,true,true,true
lp:533:word:5,533,5,矜持,6,8,,矜持,,,false,false,false
lp:534:word:0,534,0,我,0,1,lpw_b70bb4acc0,我,pronoun,false,true,true,true
lp:534:word:1,534,1,说,1,2,lpw_ccca744613,说,speech,false,true,true,true
lp:535:word:0,535,0,孩子,1,3,lpw_5f887419f4,孩子,narrative_character,true,false,false,false
lp:535:word:1,535,1,们,3,4,lpw_b4dcb3305a,们,other,false,false,false,false
lp:536:word:0,536,0,当心,0,2,,当心,,,false,false,false
lp:536:word:1,536,1,猴面包树,2,6,lpw_1ec087a5d0,猴面包树,concrete_entity,true,false,false,false
lp:536:word:2,536,2,啊,6,7,lpw_7c2c50fbaf,啊,function,false,false,false,false
lp:537:word:0,537,0,这,0,1,lpw_d409ab2ab3,这,pronoun,false,true,true,true
lp:537:word:1,537,1,幅,1,2,,幅,,,false,false,false
lp:537:word:2,537,2,画,2,3,lpw_de9f18b00a,画,physical_action,true,false,false,false
lp:537:word:3,537,3,我,3,4,lpw_b70bb4acc0,我,pronoun,false,true,true,true
